"variable","naive_coefs","lasso2_coefs","r2"
"SEC_CONTRIBUTORY_CAUSEDRIVING SKILLS/KNOWLEDGE/EXPERIENCE",0.0194064473687269,0,0.990251346299965
"SEC_CONTRIBUTORY_CAUSEEQUIPMENT - VEHICLE CONDITION",-0.204253412756396,0,0.895323139932275
"SEC_CONTRIBUTORY_CAUSEEXCEEDING AUTHORIZED SPEED LIMIT",-0.240446864839425,0,0.931099791297558
"SEC_CONTRIBUTORY_CAUSEEXCEEDING SAFE SPEED FOR CONDITIONS",-0.0145377878857903,0,0.944961367160165
"SEC_CONTRIBUTORY_CAUSEFAILING TO REDUCE SPEED TO AVOID CRASH",-0.178345294409168,0,0.991459770452988
"SEC_CONTRIBUTORY_CAUSEFOLLOWING TOO CLOSELY",0.0821089195651329,0,0.987951010035582
"SEC_CONTRIBUTORY_CAUSEIMPROPER BACKING",0.228450331812188,0,0.959143248759061
"SEC_CONTRIBUTORY_CAUSENOT APPLICABLE",0.00998400993148402,0,0.997158098247846
"SEC_CONTRIBUTORY_CAUSEOPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",-0.0747037628911888,0,0.958161070570645
"SEC_CONTRIBUTORY_CAUSEPHYSICAL CONDITION OF DRIVER",-0.287426451446442,0,0.917099089590288
"SEC_CONTRIBUTORY_CAUSEUNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED)",-0.222728857532423,0,0.890140463926777
"SEC_CONTRIBUTORY_CAUSEWEATHER",-0.00385785238485244,0,0.984334267284964
"DOORING_IY",-0.432091369725039,-0.218129385759304,0.238863544160837
"NUM_UNITS",-0.679522914662157,-0.698364495992201,0.325211540125247
"CRASH_HOUR1",-0.243088635735973,0,0.448021446350918
"CRASH_HOUR2",-0.369548355330333,-0.0185082061471802,0.420053205010764
"CRASH_HOUR3",-0.349197826512207,0,0.387926540928824
"CRASH_HOUR4",-0.384566332469305,-0.00437454622763345,0.385406992978778
"CRASH_HOUR5",-0.197847526950587,0,0.567148404429421
"CRASH_HOUR6",-0.0609836838249148,0,0.807263285763444
"CRASH_HOUR8",0.0475658580108971,0,0.953057013101035
"CRASH_HOUR9",0.0660666037707607,0,0.947479378097636
"CRASH_HOUR10",0.0532849406129135,0,0.947475031131818
"CRASH_HOUR11",0.0227875670923616,0,0.9518829509964
"CRASH_HOUR12",0.0269403459303475,0,0.958940558296704
"CRASH_HOUR14",-0.0554959741604763,0,0.968141438999011
"CRASH_HOUR16",0.0134028886294526,0,0.937645614954841
"CRASH_HOUR17",0.0423325336556626,0,0.908230795931227
"CRASH_HOUR18",0.00524414116320785,0,0.86178454126674
"CRASH_HOUR21",-0.0416510406972587,0,0.617706941308886
"CRASH_HOUR22",-0.0499291121670057,0,0.588307675291261
"CRASH_HOUR23",-0.0769373472817464,0,0.548183179434633
"CRASH_DAY_OF_WEEK4",0.0036976071504278,0.0542895522263944,0.503156907085337
"CRASH_DAY_OF_WEEK7",-0.00862204087869479,0,0.470025220965112
"CRASH_MONTH2",0.0243978154678819,0,0.46763755692628
"CRASH_MONTH7",-0.00631800114170179,0,0.656566652603403
"Report_vs_Police_Notified",0.00248727508270802,0.00314017934311573,0.192528164075308
"Crash_Year2016",0.106483312708438,0,0.998857788884953
"Crash_Year2017",0.0162980541120633,0,0.999498569782839
"Crash_Year2019",0.0139228776821993,0,0.999976544319941
"Crash_Year2021",-0.0290314302230884,0,0.999967056069307
"Crash_Year2022",-0.0191323837866788,0,0.999967040698262
"Police_districtDistrict 02",-0.0396454716554123,-0.0655833383970947,0.467060384521304
"Police_districtDistrict 03",-0.316194245273618,-0.317851592052987,0.497665025424289
"Police_districtDistrict 04",-0.272310601350877,-0.253368696170556,0.526463695022365
"Police_districtDistrict 05",-0.248586846337744,-0.253538743031266,0.463161808766338
"Police_districtDistrict 06",-0.284657144451636,-0.267925793100034,0.541599682238188
"Police_districtDistrict 07",-0.243066783869211,-0.202596542669875,0.508836135429301
"Police_districtDistrict 11",-0.398208309765699,-0.368541080688151,0.572675510862027
"Police_districtDistrict 15",-0.17703381267464,-0.167772759148228,0.511570419376787
"Police_districtDistrict 17",0.00739780711267252,0,0.553262295172755
"Police_districtDistrict 18",0.0883821745268397,0,0.5064121060298
"Police_districtDistrict 19",0.0365272641850987,0,0.556318783691218
"Police_districtDistrict 20",0.0740133240520815,0,0.401391273582108
"Police_districtDistrict 22",-0.0615557893170208,-0.0589896745806874,0.486553760866227
